# Ghidra Function Export: gunman.dll
# Total functions: 2638
# Named (non-FUN_): 801
# Auto-named (FUN_): 1837
# Thunks: 2
# External: 0
# Format: address | size | refs | calling_conv | flags | name
#====================================================================================================
100234d0 |     32 |    2 | __stdcall    | -          | GiveFnptrsToDll
100234f0 |     88 |    2 | __cdecl      | -          | item_healthkit
10023560 |     41 |    1 | __fastcall   | -          | FUN_10023560
10023710 |     79 |    2 | __cdecl      | -          | func_healthcharger
100238f0 |    144 |    1 | __fastcall   | -          | FUN_100238f0
10023c30 |    134 |    3 | __thiscall   | -          | Recharge
10023cc0 |    191 |    4 | __thiscall   | -          | Off
10023d80 |     76 |    2 | __cdecl      | -          | world_items
10023dd0 |    110 |    1 | __thiscall   | -          | FUN_10023dd0
10023e40 |    136 |    1 | __fastcall   | -          | FUN_10023e40
10023f30 |     16 |    5 | __fastcall   | -          | FUN_10023f30
10023f50 |    110 |    5 | __thiscall   | -          | FUN_10023f50
10023fc0 |    245 |    5 | __fastcall   | -          | FUN_10023fc0
100240c0 |    165 |    4 | __thiscall   | -          | GlowThink
10024170 |    150 |    4 | __thiscall   | -          | ItemTouch
10024280 |    123 |    3 | __thiscall   | -          | Materialize
10024300 |     88 |    2 | __cdecl      | -          | item_battery
10024360 |     41 |    1 | __fastcall   | -          | FUN_10024360
10024510 |     88 |    2 | __cdecl      | -          | item_armor
10024570 |     41 |    1 | __fastcall   | -          | FUN_10024570
10024720 |     88 |    2 | __cdecl      | -          | item_gastank
10024780 |     41 |    1 | __fastcall   | -          | FUN_10024780
100247d0 |    208 |    1 | __thiscall   | -          | FUN_100247d0
100248a0 |     88 |    2 | __cdecl      | -          | item_gascan
10024900 |     76 |    2 | __cdecl      | -          | light
10024950 |     48 |    2 | __thiscall   | -          | FUN_10024950
10024980 |     48 |    2 | __thiscall   | -          | FUN_10024980
100249b0 |    274 |    2 | __thiscall   | -          | FUN_100249b0
10024ad0 |    115 |    2 | __fastcall   | -          | FUN_10024ad0
10024b50 |    162 |    2 | __thiscall   | -          | FUN_10024b50
10024c00 |     76 |    2 | __cdecl      | -          | light_spot
10024c50 |     77 |    2 | __cdecl      | -          | light_environment
10024d00 |     39 |    1 | __fastcall   | -          | FUN_10024d00
10025160 |     48 |   11 | __thiscall   | -          | FUN_10025160
10025190 |     48 |   11 | __thiscall   | -          | FUN_10025190
100251c0 |     34 |    2 | __fastcall   | -          | FUN_100251c0
100251f0 |    111 |   11 | __thiscall   | -          | FUN_100251f0
10025260 |     38 |   11 | __thiscall   | -          | FUN_10025260
10025290 |     30 |   10 | __fastcall   | -          | FUN_10025290
100252f0 |     76 |    2 | __cdecl      | -          | game_score
10025350 |    125 |    1 | __thiscall   | -          | FUN_10025350
100253d0 |     99 |    1 | __thiscall   | -          | FUN_100253d0
10025440 |     76 |    2 | __cdecl      | -          | game_end
100254b0 |     76 |    2 | __cdecl      | -          | game_text
10025560 |    938 |    1 | __thiscall   | -          | FUN_10025560
10025990 |     76 |    2 | __cdecl      | -          | game_team_master
10025bb0 |     75 |    2 | __thiscall   | -          | FUN_10025bb0
10025c00 |     76 |    2 | __cdecl      | -          | game_team_set
10025ca0 |     76 |    2 | __cdecl      | -          | game_zone_player
10026030 |     76 |    2 | __cdecl      | -          | game_player_hurt
10026080 |    141 |    1 | __thiscall   | -          | FUN_10026080
10026110 |     76 |    2 | __cdecl      | -          | game_counter
10026190 |    195 |    1 | __thiscall   | -          | FUN_10026190
10026270 |     76 |    2 | __cdecl      | -          | game_counter_set
10026300 |     79 |    2 | __cdecl      | -          | game_player_equip
10026420 |    100 |    2 | __thiscall   | -          | FUN_10026420
100264a0 |     76 |    2 | __cdecl      | -          | game_player_team
100264f0 |    140 |    1 | __stdcall    | -          | FUN_100264f0
10026610 |     80 |    2 | __cdecl      | -          | monstermaker
100266c0 |     19 |    1 | __fastcall   | -          | FUN_100266c0
100268b0 |    249 |    1 | __fastcall   | -          | FUN_100268b0
100269b0 |     77 |    1 | __fastcall   | -          | FUN_100269b0
10026a00 |    950 |    3 | __fastcall   | -          | FUN_10026a00
10026dc0 |     70 |    3 | __thiscall   | -          | CyclicUse
10026e10 |    104 |    3 | __thiscall   | -          | ToggleUse
10026e80 |     82 |    5 | __thiscall   | -          | MakerThink
10026ee0 |   2743 |    4 | __thiscall   | -          | MakerWarpThink
100279d0 |     48 |  114 | __thiscall   | -          | FUN_100279d0
10027a00 |    102 |  114 | __thiscall   | -          | FUN_10027a00
10027a70 |     57 |   41 | __fastcall   | -          | FUN_10027a70
10027ab0 |     20 |    1 | __thiscall   | -          | FUN_10027ab0
10027ad0 |     29 |    1 | __fastcall   | -          | FUN_10027ad0
10027af0 |     29 |  151 | __fastcall   | -          | FUN_10027af0
10027b50 |    320 |    1 | __fastcall   | -          | FUN_10027b50
10028380 |     13 |    3 | __thiscall   | -          | MonsterUse
10028390 |     54 |  147 | __fastcall   | -          | FUN_10028390
100283d0 |     44 |   18 | __fastcall   | -          | FUN_100283d0
10028400 |     15 |    3 | __fastcall   | -          | FUN_10028400
10028410 |     37 |    5 | __fastcall   | -          | FUN_10028410
10028440 |    292 |    9 | __fastcall   | -          | FUN_10028440
100285f0 |     70 |    9 | __thiscall   | -          | FUN_100285f0
10028640 |     38 |    8 | __thiscall   | -          | FUN_10028640
100288b0 |     25 |    1 | __cdecl      | -          | FUN_100288b0
100288d0 |   1145 |    3 | __thiscall   | -          | FUN_100288d0
10029080 |   1025 |  137 | __thiscall   | -          | FUN_10029080
10029490 |    115 |    4 | __thiscall   | -          | FUN_10029490
10029510 |    137 |    1 | __fastcall   | -          | FUN_10029510
100295a0 |     65 |    2 | __cdecl      | -          | FUN_100295a0
100295f0 |    377 |  142 | __thiscall   | -          | FUN_100295f0
10029770 |    133 |   30 | __thiscall   | -          | FUN_10029770
10029a10 |    312 |    1 | __thiscall   | -          | FUN_10029a10
10029b50 |    358 |    1 | __thiscall   | -          | FUN_10029b50
10029cc0 |     71 |    1 | __stdcall    | -          | FUN_10029cc0
10029d10 |    360 |   10 | __thiscall   | -          | FUN_10029d10
10029e80 |    132 |    5 | __thiscall   | -          | FUN_10029e80
1002af50 |    465 |  152 | __fastcall   | -          | FUN_1002af50
1002b130 |      8 |    3 | __thiscall   | -          | MonsterInitThink
1002b140 |    625 |  137 | __fastcall   | -          | FUN_1002b140
1002b3c0 |    105 |    1 | __fastcall   | -          | FUN_1002b3c0
1002b440 |     25 |    1 | __fastcall   | -          | FUN_1002b440
1002b460 |     40 |  148 | __thiscall   | -          | FUN_1002b460
1002bb30 |    272 |   28 | __thiscall   | -          | FUN_1002bb30
1002bc40 |     82 |    4 | __fastcall   | -          | FUN_1002bc40
1002be10 |     74 |    8 | __thiscall   | -          | FUN_1002be10
1002be60 |    163 |    1 | __fastcall   | -          | FUN_1002be60
1002bf10 |   1264 |  142 | __thiscall   | -          | FUN_1002bf10
1002c5b0 |    300 |    2 | __thiscall   | -          | FUN_1002c5b0
1002c6e0 |    381 |    1 | __fastcall   | -          | FUN_1002c6e0
1002c860 |    705 |  152 | __fastcall   | -          | FUN_1002c860
1002cb30 |    303 |  111 | __thiscall   | -          | FUN_1002cb30
1002cc60 |    371 |    3 | __fastcall   | -          | FUN_1002cc60
1002cea0 |    856 |    1 | __thiscall   | -          | FUN_1002cea0
1002d200 |    723 |   12 | __thiscall   | -          | FUN_1002d200
1002d4e0 |     29 |    6 | __fastcall   | -          | FUN_1002d4e0
1002d5d0 |     31 |  147 | __thiscall   | -          | FUN_1002d5d0
1002d620 |    237 |    3 | __thiscall   | -          | CorpseFallThink
1002d710 |    181 |  152 | __thiscall   | -          | FUN_1002d710
1002d7d0 |    824 |    1 | __fastcall   | -          | FUN_1002d7d0
1002db10 |    327 |    3 | __fastcall   | -          | FUN_1002db10
1002dc60 |    186 |    8 | __thiscall   | -          | FUN_1002dc60
1002dd50 |     74 |    9 | __thiscall   | -          | FUN_1002dd50
1002dda0 |    301 |  149 | __fastcall   | -          | FUN_1002dda0
1002ded0 |    439 |  136 | __fastcall   | -          | FUN_1002ded0
1002e0b0 |     79 |    2 | __cdecl      | -          | func_mortar_field
1002e330 |    101 |    1 | __fastcall   | -          | FUN_1002e330
1002e3d0 |    666 |    3 | __thiscall   | -          | FieldUse
1002e670 |     79 |    2 | __cdecl      | -          | monster_mortar
1002e700 |     25 |    1 | __fastcall   | -          | FUN_1002e700
1002e720 |    401 |    3 | __thiscall   | -          | MortarExplode
1002e8c0 |    196 |    3 | __fastcall   | -          | FUN_1002e8c0
1002e990 |     76 |    3 | __stdcall    | -          | FUN_1002e990
1002e9e0 |    407 |    2 | __fastcall   | -          | FUN_1002e9e0
1002ed80 |    401 |    2 | __thiscall   | -          | FUN_1002ed80
1002efc0 |      8 |    2 | __stdcall    | -          | FUN_1002efc0
1002f130 |    442 |    2 | __thiscall   | -          | FUN_1002f130
1002f2f0 |    659 |    2 | __stdcall    | -          | FUN_1002f2f0
1002f5f0 |     87 |    2 | __thiscall   | -          | FUN_1002f5f0
1002f6a0 |    138 |    2 | __thiscall   | -          | FUN_1002f6a0
1002f870 |     75 |    2 | __thiscall   | -          | FUN_1002f870
1002f9f0 |     64 |    1 | __cdecl      | -          | FUN_1002f9f0
1002fa30 |    240 |    2 | __cdecl      | -          | FUN_1002fa30
1002fb20 |     67 |    1 | __thiscall   | -          | FUN_1002fb20
1002fb70 |    712 |    1 | __cdecl      | -          | FUN_1002fb70
1002fe40 |     58 |    1 | __stdcall    | -          | FUN_1002fe40
1002fe80 |    293 |    1 | __cdecl      | -          | FUN_1002fe80
10030280 |    262 |    1 | __stdcall    | -          | FUN_10030280
10030480 |     76 |    2 | __cdecl      | -          | info_node
100304d0 |     76 |    2 | __cdecl      | -          | info_node_air
10030520 |    139 |    1 | __fastcall   | -          | FUN_10030520
100305b0 |     55 |    2 | __stdcall    | -          | FUN_100305b0
10030800 |    502 |    2 | __thiscall   | -          | FUN_10030800
10030a00 |    168 |    3 | __stdcall    | -          | FUN_10030a00
10030ab0 |     43 |    1 | __stdcall    | -          | FUN_10030ab0
10030ae0 |    214 |    2 | __thiscall   | -          | FUN_10030ae0
10030bc0 |    137 |    6 | __thiscall   | -          | FUN_10030bc0
10030c50 |    861 |    3 | __thiscall   | -          | FUN_10030c50
10030fc0 |    886 |    6 | __thiscall   | -          | FUN_10030fc0
10031340 |     65 |    1 | __cdecl      | -          | FUN_10031340
10031390 |     30 |    7 | __thiscall   | -          | FUN_10031390
100313b0 |   1547 |    4 | __thiscall   | -          | FUN_100313b0
100319c0 |    358 |    1 | __thiscall   | -          | FUN_100319c0
10031b30 |   1091 |    1 | __thiscall   | -          | FUN_10031b30
10031f80 |    760 |    1 | __thiscall   | -          | FUN_10031f80
10032280 |     79 |    2 | __cdecl      | -          | testhull
100322e0 |    255 |    1 | __fastcall   | -          | FUN_100322e0
100323e0 |     73 |    3 | __thiscall   | -          | DropDelay
10032430 |    180 |    1 | __thiscall   | -          | FUN_10032430
100324f0 |    505 |    1 | __fastcall   | -          | FUN_100324f0
100326f0 |    583 |    3 | __thiscall   | -          | ShowBadNode
10032950 |     26 |    3 | __thiscall   | -          | CallBuildNodeGraph
10032970 |   3668 |    1 | __fastcall   | -          | FUN_10032970
100337e0 |    301 |    2 | __thiscall   | -          | PathFind
10033a80 |      9 |    1 | __fastcall   | -          | FUN_10033a80
10033a90 |     54 |    2 | __thiscall   | -          | FUN_10033a90
10033ad0 |     47 |    1 | __thiscall   | -          | FUN_10033ad0
10033b00 |    119 |    1 | __thiscall   | -          | FUN_10033b00
10033b80 |     75 |    1 | __fastcall   | -          | FUN_10033b80
10033bd0 |   1046 |    1 | __thiscall   | -          | FUN_10033bd0
10033ff0 |    579 |    1 | __thiscall   | -          | FUN_10033ff0
10034240 |    218 |    1 | __fastcall   | -          | FUN_10034240
10034320 |    364 |    1 | __stdcall    | -          | FUN_10034320
10034490 |    171 |    1 | __thiscall   | -          | FUN_10034490
10034540 |    243 |    3 | __thiscall   | -          | FUN_10034540
10034640 |    244 |    1 | __thiscall   | -          | FUN_10034640
10034740 |    520 |    1 | __fastcall   | -          | FUN_10034740
10034950 |    159 |    1 | __fastcall   | -          | FUN_10034950
100349f0 |   1167 |    1 | __fastcall   | -          | FUN_100349f0
10034e80 |   1509 |    1 | __fastcall   | -          | FUN_10034e80
10035800 |     79 |    2 | __cdecl      | -          | node_viewer
10035850 |     79 |    2 | __cdecl      | -          | node_viewer_human
100358a0 |     79 |    2 | __cdecl      | -          | node_viewer_fly
100358f0 |     79 |    2 | __cdecl      | -          | node_viewer_large
10035be0 |    143 |    3 | __thiscall   | -          | FUN_10035be0
10035c70 |     97 |    3 | __thiscall   | -          | FUN_10035c70
10035ce0 |    435 |    3 | __thiscall   | -          | DrawThink
10035ea0 |     76 |    2 | __cdecl      | -          | path_corner
10035f60 |    110 |    1 | __thiscall   | -          | FUN_10035f60
10036040 |     76 |    2 | __cdecl      | -          | path_track
10036090 |    111 |    1 | __thiscall   | -          | FUN_10036090
10036100 |    156 |    1 | __thiscall   | -          | FUN_10036100
100361a0 |    218 |    1 | __fastcall   | -          | FUN_100361a0
10036310 |     33 |    6 | __stdcall    | -          | FUN_10036310
10036340 |    290 |    2 | __stdcall    | -          | FUN_10036340
10036470 |     30 |   15 | __fastcall   | -          | FUN_10036470
10036490 |     30 |    5 | __fastcall   | -          | FUN_10036490
100364b0 |    100 |    2 | __thiscall   | -          | FUN_100364b0
10036520 |   1009 |    3 | __thiscall   | -          | FUN_10036520
10036920 |    209 |    4 | __thiscall   | -          | FUN_10036920
10036a00 |    105 |    5 | __cdecl      | -          | FUN_10036a00
10036a70 |     10 |    9 | __fastcall   | -          | FUN_10036a70
10036a80 |     61 |    9 | __thiscall   | -          | FUN_10036a80
10036ac0 |     60 |    9 | __thiscall   | -          | FUN_10036ac0
10036b00 |     48 |    3 | __thiscall   | -          | FUN_10036b00
10036b30 |     48 |    3 | __thiscall   | -          | FUN_10036b30
10036b60 |    620 |    4 | __thiscall   | -          | FUN_10036b60
10036dd0 |    577 |    2 | __fastcall   | -          | FUN_10036dd0
10037070 |      8 |    3 | __thiscall   | -          | CallGoDown
10037080 |      8 |    5 | __thiscall   | -          | CallHitTop
10037090 |      8 |    5 | __thiscall   | -          | CallHitBottom
100370a0 |     79 |    2 | __cdecl      | -          | func_plat
10037110 |    339 |    2 | __fastcall   | -          | FUN_10037110
10037270 |     36 |    3 | __fastcall   | -          | FUN_10037270
100372a0 |     79 |    2 | __fastcall   | -          | FUN_100372a0
100372f0 |    164 |    1 | __cdecl      | -          | FUN_100372f0
100373b0 |    340 |    2 | __thiscall   | -          | FUN_100373b0
100375b0 |     97 |    3 | __thiscall   | -          | PlatUse
10037620 |    117 |    3 | __fastcall   | -          | FUN_10037620
100376a0 |    129 |    2 | __fastcall   | -          | FUN_100376a0
10037730 |    117 |    3 | __fastcall   | -          | FUN_10037730
100377b0 |    171 |    2 | __fastcall   | -          | FUN_100377b0
10037910 |     79 |    2 | __cdecl      | -          | func_platrot
10037960 |     48 |    2 | __thiscall   | -          | FUN_10037960
10037990 |     48 |    2 | __thiscall   | -          | FUN_10037990
100379c0 |    283 |    2 | __fastcall   | -          | FUN_100379c0
10037ae0 |     17 |    1 | __fastcall   | -          | FUN_10037ae0
10037b00 |     43 |    1 | __fastcall   | -          | FUN_10037b00
10037b30 |     70 |    2 | __fastcall   | -          | FUN_10037b30
10037b80 |     43 |    1 | __fastcall   | -          | FUN_10037b80
